Shipping times,Shipping costs,Transportation modes,Routes,Order quantities,Production volumes,Manufacturing costs,Supplier name,damage_risk
2,10.411552213608863,0,0,23,173,65.09306346204805,0,1
3,11.125941450821283,0,0,23,172,57.83442873101722,0,1
2,10.330272998517888,0,0,22,173,61.56062964833828,0,1
4,9.782478304107427,0,0,22,171,61.928876066338766,0,1
4,9.183130954272631,0,0,23,173,57.100836290732445,0,1
3,11.55629183031981,0,0,22,173,60.5921987876315,0,1
3,10.438447522190796,0,0,24,173,60.37160523085547,0,1
4,9.401429989838105,0,0,25,169,58.927875675517654,0,1
4,9.843955266905747,0,0,22,169,64.91047161720147,0,1
2,10.151719620677323,0,0,24,172,63.95297471445475,0,1
6,10.769001301705734,0,0,26,173,54.982665192629895,0,1
6,9.17805630255668,0,0,22,173,56.52569799572847,0,1
4,10.33810779971134,0,0,24,172,57.21278240002687,0,1
5,10.259224764548422,0,0,23,170,54.69973178121479,0,1
4,9.721055440572558,0,0,24,173,52.47943866590884,0,1
5,9.711026699392098,0,0,25,170,59.18665399474552,0,1
4,10.605223101543316,0,0,24,172,65.83582740930338,0,1
6,10.013046044938186,0,0,26,170,64.99821028548297,0,1
6,10.465431980811065,0,0,22,171,60.266621469050236,0,1
4,11.220164162261568,0,0,22,171,60.2657919645428,0,1
4,9.01384410031064,0,0,22,172,51.39877054440644,0,1
2,9.605119701796454,0,0,23,172,54.87518618529644,0,1
3,11.053114009736827,0,0,23,173,61.859685478094505,0,1
5,10.269690907836189,0,0,22,173,62.05347637492614,0,1
5,11.097600143090649,0,0,23,173,54.95674434739716,0,1
4,11.274924066222544,0,0,24,172,58.389016579475154,0,1
4,9.981966090579785,0,0,23,169,65.27562980640022,0,1
3,9.526728012811153,0,0,25,173,57.85111105021721,0,1
4,9.811697994943641,0,0,26,170,56.740990052313755,0,1
5,8.187431928433856,2,1,66,328,42.84466890595114,0,1
5,8.141277277799238,2,1,69,331,40.752685416586836,0,1
5,8.646836939412887,2,1,65,330,41.487909042322265,0,1
9,8.003165079207863,2,1,67,328,39.50892004792928,0,1
9,7.855871032061275,2,1,65,327,41.239188768830374,0,1
7,6.951345754934736,2,1,67,331,35.73844411000306,0,1
6,6.127865588364897,2,1,69,329,40.60351533691242,0,1
8,7.950015601476699,2,1,69,327,36.85508993170344,0,1
6,9.062685308509549,2,1,66,327,37.425872454841766,0,1
5,8.853462877521908,2,1,65,329,34.014603474219356,0,1
6,8.1920842994941,2,1,68,328,39.200274625363114,0,1
7,6.631724723867228,2,1,66,331,41.29301883783664,0,1
5,8.728408064472225,2,1,68,330,41.19220969730982,0,1
7,7.90528661604167,2,1,66,328,32.626409645455475,0,1
9,7.321788919915587,2,1,68,327,38.20341332537537,0,1
9,8.16064460411985,2,1,65,331,41.51036095717192,0,1
5,9.406363425181402,2,1,66,327,40.22179902780449,0,1
7,9.245347070141417,2,1,67,329,40.038378258739385,0,1
8,9.380051030749716,2,1,66,329,45.27529305065136,0,1
9,7.476041159637538,2,1,69,330,37.92349510917494,0,1
6,7.640064745441763,2,1,66,331,39.508221674472026,0,1
5,7.9313206334581325,2,1,69,330,40.75094217982814,0,1
5,8.52648107206697,2,1,65,328,42.8998981101349,0,1
9,7.007276564182602,2,1,65,328,36.605584184711546,0,1
9,8.351165974309584,2,1,69,327,35.177608276877535,0,1
7,6.432503536283253,2,1,66,331,41.53915095681318,0,1
6,8.915847218204068,2,1,69,328,37.55011536977378,0,1
7,8.289556610658678,2,1,65,330,36.982987027713236,0,1
6,8.087008202784041,2,1,67,329,38.35155785881808,0,1
6,7.517860612779455,2,1,69,327,39.0667921475543,0,1
8,7.788642613410436,2,1,66,331,37.24232787470401,0,1
6,9.665903892282902,2,1,69,329,38.19104925281308,0,1
9,8.970341820531925,2,1,66,331,39.700768591647375,0,1
6,8.113116707198799,2,1,66,328,38.1372080645479,0,1
9,8.078865306824412,2,1,68,331,39.057688675960335,0,1
5,7.295577849282188,2,1,67,328,38.60427292884848,0,1
7,7.966079767471993,2,1,67,329,37.75932055347055,0,1
9,7.433478236183315,2,1,65,331,44.98217853284378,0,1
6,8.321574772035522,2,1,67,329,42.39048474787989,0,1
9,8.158769257245847,2,1,66,329,41.71710407486296,0,1
5,1.853913998749452,1,0,61,935,37.93017783876688,4,1
7,1.5877816303330188,1,0,60,937,36.54321703258874,4,1
4,1.6115879777604354,1,0,59,939,40.72870528618233,4,1
4,1.9184536448244043,1,0,59,935,33.379680802880756,4,1
5,1.4643003386215545,1,0,57,935,36.988694862205186,4,1
7,1.805329928786538,1,0,61,939,44.6662310541171,4,1
8,1.535537037078768,1,0,60,939,33.84885394501502,4,1
7,1.8972632209244655,1,0,61,936,37.39505379022925,4,1
4,1.9914216329012264,1,0,60,936,30.85463385250937,4,1
6,1.8597586105725867,1,0,61,938,36.88859237189511,4,1
6,1.8006907021444174,1,0,57,936,38.24384311577897,4,1
7,1.6869001212849128,1,0,57,935,34.419606145865544,4,1
6,1.7138714398272146,1,0,57,936,35.48893500710006,4,1
7,1.7437149416757667,1,0,60,938,36.70108909503468,4,1
4,1.7394376492522095,1,0,61,938,38.650212884338174,4,1
4,1.6195529943854103,1,0,57,938,35.7493846719534,4,1
4,1.8917032318049924,1,0,59,936,26.855513677618887,4,1
8,1.7042524212318495,1,0,61,936,32.99207778208143,4,1
4,1.6732992229839994,1,0,59,935,39.447555193449475,4,1
7,1.4387646778571668,1,0,61,936,39.52232774242096,4,1
8,1.5837530172935013,1,0,58,937,36.45448925071459,4,1
6,1.7567951253659757,1,0,57,939,36.65296480246607,4,1
7,1.466957348508465,1,0,59,939,30.261532025774915,4,1
6,1.6636690420200408,1,0,60,936,35.21275675220875,4,1
4,1.5424232282916694,1,0,57,939,34.808985556295404,4,1
5,1.9256644468533892,1,0,58,939,36.076556546596514,4,1
6,1.6265883931256162,1,0,59,938,37.96542695147469,4,1
7,1.6920867739755874,1,0,58,936,31.6497658674914,4,1
4,1.8739122228131735,1,0,61,938,31.86946305960689,4,1
4,1.5161546930220546,1,0,61,938,39.87919414264009,4,1
5,1.7010100236434007,1,0,57,935,40.039408641914,4,1
5,1.7436842150275988,1,0,59,939,31.11148997402458,4,1
6,1.512564660157025,1,0,61,938,34.814688888514986,4,1
8,1.8154521146676579,1,0,59,937,39.16529760221832,4,1
7,1.9268575182584444,1,0,61,938,30.304267908258957,4,1
8,1.9281175845677219,1,0,61,938,34.54885581297658,4,1
8,1.9221193177501175,1,0,60,938,41.14319246231425,4,1
6,1.78370186349247,1,0,61,938,38.0049997616591,4,1
8,1.7847164267129776,1,0,59,935,36.981478447319404,4,1
7,1.8167058880820637,1,0,60,938,37.9015913080838,4,1
6,10.03648394463879,2,2,36,804,46.746887045611665,3,1
5,9.196758117618757,2,2,34,804,50.056612190613755,3,1
9,9.322750405758313,2,2,34,808,51.011698416112196,3,1
9,9.540441594260392,2,2,33,805,53.26464338083032,3,1
6,7.5390702684315665,2,2,34,807,51.38545578636269,3,1
9,9.191061625050445,2,2,35,806,53.97094543624703,3,1
8,9.14453625187567,2,2,34,804,52.19016422252111,3,1
7,7.04978986597887,2,2,37,808,57.692678489772916,3,1
9,8.6239857556325,2,2,36,805,49.32326165467126,3,1
8,9.681489747390543,2,2,37,804,49.0275327569724,3,1
6,9.744013948409638,2,2,34,806,48.06624038412869,3,1
9,7.579663663023302,2,2,36,805,52.289834620742745,3,1
6,7.477210362011554,2,2,33,807,55.74734308285395,3,1
9,7.963030169116175,2,2,34,804,51.35286440615907,3,1
8,8.491832386313336,2,2,37,808,52.92362714828843,3,1
5,8.721234561225918,2,2,34,808,50.67763186939407,3,1
6,8.256856467558663,2,2,36,805,56.567974150449515,3,1
9,7.219688736785036,2,2,37,808,40.849132766870056,3,1
8,9.576648660082885,2,2,34,806,46.69503013260593,3,1
6,7.818427086252399,2,2,36,806,56.11912026032637,3,1
6,8.818705210136708,2,2,36,805,49.559931471438254,3,1
7,10.774995650072357,2,2,35,804,39.3870902291708,3,1
7,8.436712539937034,2,2,33,806,51.66173834042626,3,1
8,8.165537060119842,2,2,35,807,52.334017290551664,3,1
7,8.76822825297957,2,2,35,806,49.656930390436166,3,1
5,10.021542756856336,2,2,33,807,47.16195747237558,3,1
6,8.469837945871225,2,2,35,808,55.75607986581777,3,1
7,10.554623755247432,2,2,34,804,51.35030714608198,3,1
8,7.748917593449864,2,2,33,804,47.20588407767831,3,1
6,8.198023086940962,2,2,33,806,53.00899451292599,3,1
7,8.450462412599563,2,2,34,806,52.43219213197947,3,1
8,9.160573448842676,2,2,37,807,52.1435897012281,3,1
7,9.884333951231138,2,2,35,804,45.79128409884144,3,1
6,7.831587595140159,2,2,35,808,50.91129107395768,3,1
8,9.439098801113007,2,2,35,805,60.537328798049785,3,1
8,9.273329352010991,2,2,37,805,47.625458521802734,3,1
9,9.90318605345115,2,2,34,804,47.74304843581628,3,1
6,9.111032107569265,2,2,37,806,52.13158030380038,3,1
5,9.458304722774432,2,2,36,808,51.20024613055335,3,1
2,2.640181268661784,1,2,43,463,60.435355532129826,2,1
2,2.753214498545831,1,2,44,460,56.522769627575215,2,1
5,2.6760200915219547,1,2,43,463,64.18663754818134,2,1
2,2.9509190648412327,1,2,46,460,56.85816490481047,2,1
2,2.873880683930988,1,2,44,462,59.50113800086147,2,1
2,2.3283535211018496,1,2,43,462,57.18862705999492,2,1
3,2.8375737123024614,1,2,43,462,63.48311372905709,2,1
4,2.514412500650044,1,2,44,463,59.61912271281748,2,1
5,2.4032325139064628,1,2,43,460,58.12473083181531,2,1
2,2.572321163710167,1,2,44,462,51.58980143263351,2,1
2,2.5612554070060254,1,2,42,462,52.68593934893071,2,1
6,2.8051102118329783,1,2,43,462,69.68719382890805,2,1
3,2.9428404030617425,1,2,42,459,66.93288651671732,2,1
6,2.3458621062045153,1,2,46,461,52.66976200690982,2,1
5,2.413130520171284,1,2,46,461,55.69439356368793,2,1
5,2.7275872397688543,1,2,44,461,59.036922625823834,2,1
5,2.6704440667005986,1,2,44,461,64.94545887910559,2,1
2,2.95828959718388,1,2,42,461,66.63505146798437,2,1
4,2.323096454993091,1,2,43,461,62.29262266686596,2,1
5,2.669911473910537,1,2,42,460,51.156154025566266,2,1
5,3.1469067699973405,1,2,42,460,57.304596859931664,2,1
3,2.5334091054203642,1,2,45,459,52.553015513021634,2,1
4,2.2767548701158704,1,2,43,462,61.31856968647419,2,1
3,2.8982196699123026,1,2,45,459,50.620747412262695,2,1
6,2.729445756424948,1,2,46,463,61.69761880532782,2,1
5,2.7632336031447733,1,2,45,462,61.98640439600458,2,1
5,2.7295167480415548,1,2,43,463,62.90790281112914,2,1
3,2.6891841335733604,1,2,44,463,60.018459399636484,2,1
4,2.756284152970742,1,2,45,461,59.69473170150353,2,1
6,3.0187902537829117,1,2,43,462,62.342511312366014,2,1
2,2.857793938884022,1,2,43,461,62.060385965986086,2,1
3,2.6637402601332694,1,2,43,459,55.895119176776056,2,1
6,2.6712402321383153,1,2,45,459,59.611626379582155,2,1
4,2.38263785032601,1,2,43,462,58.34506397690539,2,1
3,2.635206973668623,1,2,43,459,59.716087664179526,2,1
4,1.9983297733214906,1,2,43,460,61.085680298098566,2,1
5,2.192851011890133,1,2,46,461,70.39017576608111,2,1
6,2.565888010235982,1,2,44,459,57.875349071747074,2,1
4,2.681833662836301,1,2,44,461,64.42023218338899,2,1
5,2.215251796996127,1,2,46,461,51.815868860504246,2,1
6,2.3852164251760835,1,2,43,459,67.52211512005663,2,1
6,6.910919595902929,2,0,66,737,28.247902669645807,2,1
6,6.574292971053952,2,0,66,739,29.112080438045307,2,1
3,6.0788905662714665,2,0,65,735,28.97837610105829,2,1
3,6.58068789434296,2,0,66,739,29.41522359538658,2,1
2,5.392142455150776,2,0,63,738,28.47499058964361,2,1
4,5.589714852508189,2,0,66,737,24.698776401093905,2,1
3,5.821237780308455,2,0,63,738,28.926816992018768,2,1
3,6.531277711728563,2,0,66,736,25.50175575013037,2,1
3,6.919816907554635,2,0,62,736,30.57093138022104,2,1
2,7.24654144496482,2,0,66,739,28.76662939056239,2,1
4,6.929264969976086,2,0,64,737,31.07608198608089,2,1
3,6.027888840181634,2,0,66,738,29.16001161783433,2,1
4,6.106576421802911,2,0,62,736,30.020275964038824,2,1
5,7.697070230809908,2,0,66,735,28.747928489487524,2,1
2,6.397105150321772,2,0,63,737,28.733576532312313,2,1
6,6.28019125398572,2,0,62,735,30.81605342488638,2,1
3,6.217846264014694,2,0,63,738,29.549897654155345,2,1
6,6.561650672933725,2,0,66,738,28.0595039976062,2,1
2,4.839619340697662,2,0,64,735,25.88664138225813,2,1
3,6.5739877779362335,2,0,62,738,29.14643910539288,2,1
3,5.488159155974126,2,0,62,737,24.574230571156374,2,1
3,6.523667518848305,2,0,65,738,37.99648472862848,2,1
3,7.055965268620028,2,0,64,739,28.477953035065504,2,1
6,5.9500247079029895,2,0,66,736,29.54891390077664,2,1
3,7.056985152475535,2,0,66,736,27.617396595872627,2,1
6,7.446978137096603,2,0,63,736,30.415552457963255,2,1
4,6.709645933104961,2,0,65,736,32.15034092929704,2,1
3,5.699742161939755,2,0,65,735,27.962763538635407,2,1
6,7.294074671603538,2,0,62,737,29.147029854622474,2,1
2,6.759796063601391,2,0,64,737,31.55583878715863,2,1
5,7.354977147391446,2,0,65,736,27.475840955903386,2,1
2,7.288149489389454,2,0,64,735,30.421387327808237,2,1
6,5.274802104660797,2,0,62,737,30.07616384774269,2,1
4,7.107946913743076,2,0,62,737,30.197798255937574,2,1
3,6.41119158242522,2,0,66,735,29.396147836755347,2,1
2,5.600667164764962,2,0,62,738,31.29943111186968,2,1
6,7.01037589278783,2,0,66,739,30.709558223912193,2,1
3,6.35375300593184,2,0,66,736,26.961075132041984,2,1
4,6.757863618089162,2,0,65,739,25.915833258584,2,1
4,7.023923791363653,2,0,64,736,32.89992145492345,2,1
8,4.448490122394656,3,0,96,249,25.3605547608484,4,1
11,5.264730696374423,3,0,95,249,22.25715263400813,4,1
7,4.3752179632803845,3,0,97,251,21.97681075322313,4,1
10,4.893517833593153,3,0,97,250,25.392880538134754,4,1
9,5.102103241966518,3,0,93,251,25.955458959115212,4,1
8,4.422668925896498,3,0,93,250,23.14650433605784,4,1
11,4.822954911464499,3,0,97,249,22.234086129177406,4,1
7,4.880661646938895,3,0,95,253,26.3134192182629,4,1
8,4.238069733435272,3,0,94,250,24.812734552674353,4,1
11,5.462121957910751,3,0,93,253,23.317179605510862,4,1
11,4.351809895433886,3,0,97,253,24.03951281997269,4,1
10,4.837528928800905,3,0,95,251,26.07293697914752,4,1
10,4.276085322242047,3,0,96,250,22.246753472867567,4,1
11,4.151957956365969,3,0,96,253,24.78018391412619,4,1
9,4.8299349933064475,3,0,93,253,18.435825322205435,4,1
9,4.644253653948733,3,0,96,253,20.977303541230746,4,1
10,4.191697812711886,3,0,93,250,22.125349053307932,4,1
7,5.169346926782127,3,0,97,252,23.911150307433637,4,1
11,4.537952851261835,3,0,93,249,26.59328851232516,4,1
7,5.479938227809425,3,0,93,249,25.640223516353934,4,1
8,4.313088768409491,3,0,97,253,24.287384495138912,4,1
9,5.301397113260224,3,0,93,251,21.31012080451161,4,1
10,4.781079688370837,3,0,96,251,24.797403067443803,4,1
11,5.520286011323092,3,0,93,249,26.183079158941453,4,1
9,5.172650716477499,3,0,94,250,21.5749538294543,4,1
7,4.697622389311609,3,0,97,250,22.984503724859067,4,1
8,4.077329375711464,3,0,96,250,23.08606863805998,4,1
7,5.174066309708473,3,0,94,251,24.00247829019617,4,1
8,4.4479523130542695,3,0,96,250,23.405970947234984,4,1
9,4.943613590335762,3,0,96,253,23.45794725858393,4,1
9,4.902539883298956,3,0,95,252,22.525609933886898,4,1
9,5.03692450336055,3,0,97,252,21.29394499535728,4,1
11,5.2080408424394875,3,0,93,252,21.717345783068332,4,1
7,4.965213525100075,3,0,95,250,24.60241121465983,4,1
11,5.730678656528817,3,0,96,250,24.120744062628244,4,1
10,4.252745616394051,3,0,93,252,23.442294095899186,4,1
10,5.113943556337787,3,0,97,251,26.997575239149526,4,1
11,4.78747258341907,3,0,94,251,22.504815800789874,4,1
11,5.091479658143464,3,0,93,251,21.662888997864254,4,1
11,5.378603128203589,3,0,93,250,23.976135454442467,4,1
8,1.0754578558228305,2,1,19,452,10.321242064563013,0,1
6,0.9758582214999015,2,1,23,450,11.62091087888692,0,1
8,1.034560797581433,2,1,21,451,9.819365998055058,0,1
6,0.9860205885163378,2,1,19,453,10.841085035871618,0,1
8,1.0729858049078367,2,1,20,454,9.942943853341184,0,1
9,0.8373813808725333,2,1,23,452,12.516725147141306,0,1
6,0.9158325589082416,2,1,21,452,9.72907258997929,0,1
6,1.0972213552318442,2,1,22,450,10.000805364261767,0,1
6,1.004643011664063,2,1,22,451,10.58323749857307,0,1
8,1.0619101340019732,2,1,22,450,11.560753835973138,0,1
9,0.9511948342358,2,1,22,454,9.915256142482956,0,1
8,1.0540716221657802,2,1,21,452,10.024312056557825,0,1
5,0.9840740848584026,2,1,21,451,11.310592682506185,0,1
8,1.0781462705631097,2,1,19,450,11.37075152977364,0,1
5,1.047320612863406,2,1,20,450,10.291175204616408,0,1
8,1.1293405418692604,2,1,22,453,11.937221887085908,0,1
9,1.139674816254312,2,1,19,452,12.007984245135212,0,1
8,0.9437495464881662,2,1,23,450,11.409371860727573,0,1
6,1.0119600655782612,2,1,19,451,9.654022031746948,0,1
8,1.0676164596810622,2,1,20,453,11.245639600127324,0,1
9,1.0064696442228307,2,1,20,452,11.20661440469909,0,1
6,1.042931770075854,2,1,22,452,11.407451490251486,0,1
8,0.9332377112108698,2,1,20,454,11.340674115475311,0,1
6,0.8484903505158906,2,1,19,454,10.118481003759308,0,1
6,0.90730366986728,2,1,23,450,12.35353279330872,0,1
8,0.7532341399898861,2,1,20,454,11.725356320891404,0,1
8,1.0789020903970772,2,1,20,454,10.99114534488085,0,1
9,0.9210763065818395,2,1,23,451,11.813196909315002,0,1
9,0.9493890642952014,2,1,21,452,11.594927062827724,0,1
9,1.0180710534885016,2,1,20,451,10.720213924708963,0,1
7,1.1103948543489004,2,1,20,451,12.049798309158291,0,1
5,1.0239378602820388,2,1,22,451,9.885959156444006,0,1
7,1.1589797692162291,2,1,23,451,11.875586060420481,0,1
8,1.0974289924764866,2,1,22,450,10.178911505521269,0,1
6,1.0223897714090748,2,1,23,453,10.395335811660914,0,1
6,1.088741535619413,2,1,22,450,10.7407817191574,0,1
8,1.1258243931655283,2,1,21,450,10.672038752689453,0,1
8,0.9672624437494646,2,1,19,451,12.075953881121702,0,1
5,1.0056668728728597,2,1,20,454,9.543900897738265,0,1
10,6.215585009677966,3,2,85,365,64.5528080931815,0,1
6,5.0172390095680175,3,2,86,369,65.24106329823448,0,1
9,5.304305250682535,3,2,86,365,60.13391881970391,0,1
6,5.0350789989333204,3,2,83,367,59.28420415468312,0,1
10,5.435720929373244,3,2,85,365,65.30932172062944,0,1
9,4.783478670186962,3,2,84,366,60.53296623951919,0,1
8,4.223185667906452,3,2,87,365,61.28276022890209,0,1
6,4.841142591999011,3,2,85,365,57.759701347542965,0,1
7,5.257353239892764,3,2,83,368,54.90241830234792,0,1
9,5.87603986212532,3,2,86,367,52.535718574140965,0,1
10,4.9658515505576135,3,2,87,367,59.86184442589814,0,1
7,4.9654822295876135,3,2,84,365,48.72344795046931,0,1
8,5.3393750500321495,3,2,87,366,56.74148079886506,0,1
8,5.7456412074591405,3,2,86,365,58.03012338157258,0,1
6,5.257915447163508,3,2,83,366,59.25357524867697,0,1
7,5.209530427773627,3,2,84,369,55.516277717503854,0,1
8,5.139525996416799,3,2,87,365,56.109326374658124,0,1
10,5.054529523183019,3,2,84,369,54.13452554439448,0,1
9,5.635193488276494,3,2,87,368,59.92749863667074,0,1
6,5.795660447954908,3,2,87,365,56.89454504190895,0,1
9,5.225840415559146,3,2,87,368,53.28115471979397,0,1
6,5.880516573505331,3,2,85,366,56.31148279485993,0,1
7,5.824683427020874,3,2,84,366,58.058906730869076,0,1
10,5.146331949553662,3,2,87,368,58.666777550871664,0,1
10,4.299716816409016,3,2,84,365,63.09349522552474,0,1
8,5.948641390075359,3,2,87,366,60.45448332766113,0,1
7,5.03140522039349,3,2,87,365,55.205984533476254,0,1
8,5.725487323906701,3,2,86,367,55.9153332679848,0,1
8,4.894487497258354,3,2,87,369,62.86792626549177,0,1
7,4.969795578086512,3,2,84,367,56.02110211501681,0,1
6,5.925126062000309,3,2,86,365,51.74580525599849,0,1
6,5.0055561322491195,3,2,86,368,52.21641416881426,0,1
8,5.361590475254991,3,2,83,367,50.44337734832031,0,1
8,5.751916877219544,3,2,87,365,57.138721076215184,0,1
10,4.950962324483728,3,2,85,369,61.48494415973777,0,1
9,5.0263475604774825,3,2,87,365,59.604633901224034,0,1
10,5.06380928178423,3,2,87,369,62.63881266924212,0,1
8,5.2048010463393055,3,2,83,365,58.880088332693056,0,1
1,2.121605872541905,0,2,29,670,47.19275896097684,1,1
4,1.857234417858128,0,2,29,671,46.31463552559064,1,1
5,2.0892467727187447,0,2,27,670,47.4474216963988,1,1
1,2.1418044591070386,0,2,29,673,45.29335199522111,1,1
1,2.1271286738022304,0,2,30,673,46.361133653779454,1,1
2,2.2843060231113332,0,2,27,669,48.12523829685969,1,1
5,2.0692063063629043,0,2,27,671,40.957843542034226,1,1
3,2.0127692975003355,0,2,30,673,45.74117544953969,1,1
4,1.9200811586708968,0,2,28,669,42.51663016775983,1,1
1,2.0612337584464577,0,2,26,669,45.62061553071033,1,1
4,2.2745546732597397,0,2,29,671,47.66277690459233,1,1
4,2.223250319672434,0,2,27,669,38.668305390824,1,1
3,2.1519498761544837,0,2,27,670,40.84357504006438,1,1
2,2.162267497570346,0,2,26,671,42.72170056611348,1,1
3,2.068538825961993,0,2,28,670,49.152348341221675,1,1
2,2.0512042450420673,0,2,28,670,45.32905899814971,1,1
2,1.9775769718331428,0,2,28,673,48.25730513465141,1,1
5,2.1631102534891284,0,2,28,670,46.92383575390042,1,1
5,2.1662146618524134,0,2,28,671,48.65183669109453,1,1
3,1.8511873406834405,0,2,28,673,44.43304129187664,1,1
4,2.0404889504918224,0,2,30,673,52.36326324736469,1,1
3,2.303242813104068,0,2,28,671,52.7713056897869,1,1
1,2.2825395921328395,0,2,30,670,41.44635665118608,1,1
3,2.3383838155207366,0,2,28,669,43.13718172731362,1,1
4,2.0554422455277495,0,2,29,672,39.77394155928008,1,1
3,2.1283789640267194,0,2,27,672,50.28707553989141,1,1
4,2.276000788919556,0,2,27,670,45.27131988530414,1,1
4,2.3628302665623635,0,2,30,670,46.039666287021014,1,1
4,2.5444712513268004,0,2,29,673,45.14980089353028,1,1
1,2.5788831813578237,0,2,28,673,44.16210716902003,1,1
4,2.6622982097526835,0,2,27,672,44.61985362708432,1,1
4,2.1230062265248564,0,2,30,671,46.43146505885648,1,1
2,2.0489828014605624,0,2,28,670,37.38533940686375,1,1
2,2.3597092142365548,0,2,27,669,40.39825733734445,1,1
4,2.473606863982377,0,2,29,671,42.46311196279631,1,1
4,2.0131084096192273,0,2,29,669,47.00630224855814,1,1
1,2.018595985847695,0,2,30,671,51.62997248738443,1,1
2,2.0169673038775757,0,2,28,670,46.52361122515193,1,1
3,2.1801297567989217,0,2,28,671,47.55783691627414,1,1
3,1.778638583346569,0,2,30,671,49.482766490800685,1,1
1,2.206611805015097,0,2,29,669,44.73110594570289,1,1
7,1.8408090582088885,3,0,22,868,35.48677819424266,2,1
8,1.224350845971867,3,0,23,866,33.60123332830538,2,1
7,1.560561003394076,3,0,21,866,33.771409439928505,2,1
10,1.2950299751984278,3,0,19,866,37.05810098839361,2,1
9,1.5392965355188488,3,0,23,866,35.90713831325057,2,1
11,1.8739516227276,3,0,20,869,37.47648320448795,2,1
8,1.3587631124318256,3,0,23,867,34.73353424123058,2,1
11,1.2474308666355898,3,0,20,869,30.787264250565805,2,1
8,1.7168481563122597,3,0,21,865,31.767158738524056,2,1
7,1.4496776486762153,3,0,22,865,33.7870827378131,2,1
11,1.3911412253800897,3,0,23,867,37.958995895991755,2,1
11,1.7441894002656684,3,0,23,869,30.193800802447026,2,1
8,1.3298966379156174,3,0,21,868,32.611507049367816,2,1
10,1.0382749145795185,3,0,21,867,33.595133588710716,2,1
10,1.4673506468105724,3,0,19,867,36.60283056401859,2,1
11,1.7558671658723402,3,0,20,869,29.39459839103618,2,1
11,1.4386607737005184,3,0,20,868,30.866085632631016,2,1
11,1.5793871533238892,3,0,21,866,35.521621409810585,2,1
10,1.3659753670746897,3,0,22,867,31.834196594893186,2,1
9,1.6374701747077947,3,0,21,869,35.174736311427814,2,1
7,1.5856398011636612,3,0,19,869,32.851985944261905,2,1
10,1.4591707785079573,3,0,19,865,33.79326113474272,2,1
9,1.7462916245057298,3,0,23,865,37.179748822951126,2,1
11,1.5425996339953156,3,0,19,866,37.44336704209663,2,1
9,1.2875177526891843,3,0,20,867,34.86782182153437,2,1
9,1.5523220527169905,3,0,22,868,30.337642316746404,2,1
11,1.4561011245628677,3,0,19,866,31.976181972550226,2,1
7,1.5320455503045383,3,0,19,869,35.26843735563662,2,1
8,1.5732661355098052,3,0,20,869,35.15025268747357,2,1
11,1.5929591623416468,3,0,23,868,36.69207650061944,2,1
7,1.7204272360682116,3,0,22,867,35.692681998471265,2,1
9,1.5757259930113365,3,0,22,865,33.60416223444872,2,1
10,1.4758056195330498,3,0,19,869,39.465990956724106,2,1
11,1.6834004168680767,3,0,21,865,32.78343940958494,2,1
10,1.6518172553622117,3,0,20,865,34.427891296971744,2,1
8,1.418960562328726,3,0,20,868,30.989543036659203,2,1
10,1.580776505063403,3,0,20,866,31.42570287527937,2,1
7,1.369675763793842,3,0,23,868,32.22092349103387,2,1
9,1.4453277703854723,3,0,19,866,29.074666634596888,2,1
10,1.5725942350565407,3,0,19,865,35.93374514558286,2,1
11,1.5599949088892227,3,0,22,868,35.73201432461729,2,1
5,9.971320884407886,0,1,88,842,5.917097350128431,4,1
4,9.54311415411868,0,1,90,840,5.93406049541595,4,1
6,8.049358024012408,0,1,86,841,6.188977756981077,4,1
7,8.191985721406335,0,1,86,841,6.435263456311925,4,1
6,10.600877109948787,0,1,88,843,5.4075850908105165,4,1
6,10.472484257892479,0,1,90,839,6.121728556967748,4,1
4,8.406149081422077,0,1,86,841,5.152704950682825,4,1
6,7.878470197185846,0,1,88,842,6.413572631919275,4,1
3,10.585957324498903,0,1,88,841,5.493292636682335,4,1
6,10.949286411178482,0,1,89,839,5.209326153438259,4,1
5,9.239341477194264,0,1,88,841,5.52555521585814,4,1
3,8.121448672102009,0,1,88,841,5.877675852685134,4,1
5,9.8287154813095,0,1,89,841,5.70702948067322,4,1
6,8.26205036227694,0,1,87,839,5.338294601607353,4,1
4,9.400380466163663,0,1,87,840,6.058677496293118,4,1
4,10.177795902423565,0,1,90,840,5.57594941892133,4,1
6,10.527105983414351,0,1,86,841,6.772541132971258,4,1
5,9.738238960296991,0,1,90,843,5.943669207733753,4,1
3,10.260211150128196,0,1,87,840,6.266043432861835,4,1
4,10.213557518787143,0,1,88,840,6.397460886538754,4,1
5,9.975164158223754,0,1,90,842,5.874849445235218,4,1
4,10.696437124590663,0,1,88,840,5.95420656257793,4,1
4,7.475091723031391,0,1,86,843,5.4101505784583965,4,1
7,10.072651387504717,0,1,87,841,5.676086748598215,4,1
3,10.092098132478364,0,1,88,842,6.361941917196683,4,1
5,9.384646465494967,0,1,88,843,6.314132905099162,4,1
6,9.404993935461723,0,1,87,839,6.132408691813437,4,1
5,11.370101567414844,0,1,86,843,5.682798778313211,4,1
6,9.407470794378177,0,1,87,839,6.110798513762586,4,1
3,8.83853939777333,0,1,90,842,6.44858212900963,4,1
5,8.791093837996208,0,1,87,843,6.261739833195914,4,1
