shipment_id,product_id,supplier_id,shipping_carrier,transportation_mode,route,shipping_cost,total_cost,shipping_time,shipped_at
20e1129c-46f3-4b71-a526-fa9d2e5988ff,9ba77fe1-a695-5fbd-aeac-229ae6b775f0,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Air,Route B,1.9,931.09,3,2026-01-24
cc3d2460-cf83-4e4e-b9c7-bdd2fefb07ee,9ba77fe1-a695-5fbd-aeac-229ae6b775f0,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Air,Route B,1.9,931.09,3,2026-01-24
9c0e1ec5-51e9-485e-a511-5c551044c7b9,9ba77fe1-a695-5fbd-aeac-229ae6b775f0,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Air,Route B,1.9,931.09,3,2026-01-24
86c3329e-2c80-4c93-8ca5-99eda78ea0d7,9ba77fe1-a695-5fbd-aeac-229ae6b775f0,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Air,Route B,1.9,931.09,3,2026-01-24
c77c26b4-6d73-4c26-bf58-2499c1364f6c,5d5270c0-9c8f-503b-a769-bc04373bad9d,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Air,Route B,1.55,923.66,5,2026-01-24
a9dea326-4f50-4ef4-84ee-a4eecf26a351,5d5270c0-9c8f-503b-a769-bc04373bad9d,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Air,Route B,1.55,923.66,5,2026-01-24
454209df-b1af-47bc-9d3b-95d96bda0c84,5d5270c0-9c8f-503b-a769-bc04373bad9d,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Air,Route B,1.55,923.66,5,2026-01-24
69daf620-cd12-40dd-878f-a7571e5f4ac3,5d5270c0-9c8f-503b-a769-bc04373bad9d,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Air,Route B,1.55,923.66,5,2026-01-24
09fdf3df-8973-4c70-834c-4910171f7f19,5d5270c0-9c8f-503b-a769-bc04373bad9d,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Air,Route B,1.55,923.66,5,2026-01-24
fbbab389-9db9-4289-8dbb-9d18af9f12fe,2a500b1c-d2a2-5b7c-b017-7000c1d4d6f9,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Air,Route B,2.34,929.88,3,2026-01-24
dc1e7a6e-814b-4777-9054-79007797dfb9,2a500b1c-d2a2-5b7c-b017-7000c1d4d6f9,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Air,Route B,2.34,929.88,3,2026-01-24
3a2fdcc9-9c6c-49da-bc34-18721ae1890b,2a500b1c-d2a2-5b7c-b017-7000c1d4d6f9,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Air,Route B,2.34,929.88,3,2026-01-24
9a51ec0a-2a1a-49d0-a4b9-d4dc2fc38a67,2a500b1c-d2a2-5b7c-b017-7000c1d4d6f9,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Air,Route B,2.34,929.88,3,2026-01-24
3f1e985d-fe7f-493e-97e9-5501d688ab6c,2a500b1c-d2a2-5b7c-b017-7000c1d4d6f9,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Air,Route B,2.34,929.88,3,2026-01-24
d7835f9f-02be-4afa-8878-f6e65d1b0a94,975e0e0f-a546-5286-b766-9589e7e691bf,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.61,127.37,5,2026-01-24
355316d6-a05c-4a89-8c56-eacb5c3fab1f,975e0e0f-a546-5286-b766-9589e7e691bf,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.61,127.37,5,2026-01-24
b77e9cd5-fd07-4d37-ae9d-5b10f0c48fea,975e0e0f-a546-5286-b766-9589e7e691bf,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.61,127.37,5,2026-01-24
8687dcb5-b4b9-4206-8610-913ba076b3b1,975e0e0f-a546-5286-b766-9589e7e691bf,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.61,127.37,5,2026-01-24
f529aa86-d49b-4c9b-9fd6-0a73550151ac,975e0e0f-a546-5286-b766-9589e7e691bf,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.61,127.37,5,2026-01-24
4cfcedee-dbbd-4023-8177-55d1757e27a3,0235866a-72f4-58c8-8c42-430da7c3fadc,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.69,128.01,7,2026-01-24
f6633b05-de69-468b-9da5-ce62da52b5af,0235866a-72f4-58c8-8c42-430da7c3fadc,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.69,128.01,7,2026-01-24
e432c275-99b1-4a40-b048-f1af3303049e,0235866a-72f4-58c8-8c42-430da7c3fadc,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.69,128.01,7,2026-01-24
7452e061-d134-41ca-bce9-b4f0dbac6ec3,0235866a-72f4-58c8-8c42-430da7c3fadc,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.69,128.01,7,2026-01-24
dab9cec9-a17d-4b43-a9c0-e5d95f65840e,0235866a-72f4-58c8-8c42-430da7c3fadc,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.69,128.01,7,2026-01-24
57277ba5-6634-44c9-9090-9c092d015776,6d05077e-2865-563a-a71b-8ebccf5a9930,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.36,128.71,9,2026-01-24
95ff3024-35e0-47f6-8098-c1f6dd7f01df,6d05077e-2865-563a-a71b-8ebccf5a9930,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.36,128.71,9,2026-01-24
07067553-a669-44d7-94ce-057e3eba6167,6d05077e-2865-563a-a71b-8ebccf5a9930,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.36,128.71,9,2026-01-24
e289bd11-2e6d-4357-9d7c-e3666d72d6a5,6d05077e-2865-563a-a71b-8ebccf5a9930,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.36,128.71,9,2026-01-24
5c13c1ed-86a5-453f-b0ab-9525b7c5d80e,6d05077e-2865-563a-a71b-8ebccf5a9930,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.36,128.71,9,2026-01-24
c229412f-2b8f-41d0-9848-f4bd5e078bdc,fcf1e255-d4cd-569e-a00a-ecf31d3199eb,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.0,129.89,7,2026-01-24
9ada21c8-384b-4d5f-8830-9ca198545b29,fcf1e255-d4cd-569e-a00a-ecf31d3199eb,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.0,129.89,7,2026-01-24
02860242-1bbd-4b16-a6d4-f2f015400fae,fcf1e255-d4cd-569e-a00a-ecf31d3199eb,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.0,129.89,7,2026-01-24
37d3f472-aa20-408e-bd89-64f41a152a2e,fcf1e255-d4cd-569e-a00a-ecf31d3199eb,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.0,129.89,7,2026-01-24
384dab48-7416-461d-bf0e-014a67255009,fcf1e255-d4cd-569e-a00a-ecf31d3199eb,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.0,129.89,7,2026-01-24
722264a9-5550-4539-887a-28bd472cad7a,142b69ed-e6f5-59f4-ba3b-4be408902c63,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.64,126.28,7,2026-01-24
ccde4a75-68ed-498b-acbf-f32bde840df8,142b69ed-e6f5-59f4-ba3b-4be408902c63,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.64,126.28,7,2026-01-24
4f63e449-0909-46f9-a29d-a34d98f60838,142b69ed-e6f5-59f4-ba3b-4be408902c63,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.64,126.28,7,2026-01-24
3a74cac0-85ed-437f-9f45-0730ef4afafb,142b69ed-e6f5-59f4-ba3b-4be408902c63,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.64,126.28,7,2026-01-24
791ae4e5-6223-4b9f-99fc-78c2cc99e46f,142b69ed-e6f5-59f4-ba3b-4be408902c63,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.64,126.28,7,2026-01-24
39d434b8-e756-402f-88bd-7f75ecb5e0a5,ed0f6320-215b-5d7a-b0a5-5002b338eb52,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.33,130.59,9,2026-01-24
fbc4af9d-1df5-485b-8320-eb3d9172bddf,ed0f6320-215b-5d7a-b0a5-5002b338eb52,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.33,130.59,9,2026-01-24
896aa46e-3691-403a-a716-7bbb5bb0974b,ed0f6320-215b-5d7a-b0a5-5002b338eb52,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.33,130.59,9,2026-01-24
425d9ac2-c013-46da-9784-14bfdf982fd6,ed0f6320-215b-5d7a-b0a5-5002b338eb52,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.33,130.59,9,2026-01-24
0567a769-5377-46cd-aaaf-fe172f6505db,ed0f6320-215b-5d7a-b0a5-5002b338eb52,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.33,130.59,9,2026-01-24
039653d8-c6be-4c4e-850e-19c4784a3e4c,37faf129-d256-5cde-8d25-8222a7502b86,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.35,125.37,9,2026-01-24
1241c47f-3fc4-4202-8afa-98c6801236a6,37faf129-d256-5cde-8d25-8222a7502b86,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.35,125.37,9,2026-01-24
90e3c90a-847c-4b1e-bed4-5a63a387b29a,37faf129-d256-5cde-8d25-8222a7502b86,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.35,125.37,9,2026-01-24
65b76cbf-c9c5-4312-987c-f8cabe5fdb18,37faf129-d256-5cde-8d25-8222a7502b86,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.35,125.37,9,2026-01-24
4f2dea7c-7b5f-4365-9916-1192a920b8dc,37faf129-d256-5cde-8d25-8222a7502b86,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.35,125.37,9,2026-01-24
40c2f127-af40-4501-b4b6-a79e0fd63c2c,fb452203-8716-50e6-9b88-abfb713e2e56,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.33,127.67,8,2026-01-24
8cb888f6-d509-48fa-9c1b-f962ee1ac39c,fb452203-8716-50e6-9b88-abfb713e2e56,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.33,127.67,8,2026-01-24
6e698b86-10d0-47f3-9b26-266ed9dcdfbe,fb452203-8716-50e6-9b88-abfb713e2e56,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.33,127.67,8,2026-01-24
e0dd6413-416f-4da4-98ae-859b293ddd5c,fb452203-8716-50e6-9b88-abfb713e2e56,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.33,127.67,8,2026-01-24
4c112d05-8338-477f-80bd-781e04032da3,fb452203-8716-50e6-9b88-abfb713e2e56,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.33,127.67,8,2026-01-24
6427dfdf-7150-4781-b4f5-c09f224651a5,dc3644e1-9def-5927-9fd7-2bdce8e18de5,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.43,128.61,8,2026-01-24
7e1285a7-aa15-4fc6-8b20-055ef3030071,dc3644e1-9def-5927-9fd7-2bdce8e18de5,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.43,128.61,8,2026-01-24
b54f4efd-23ba-4380-b927-fdb8d3fc30d0,dc3644e1-9def-5927-9fd7-2bdce8e18de5,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.43,128.61,8,2026-01-24
79798fab-018d-4dd1-a76e-87846d1fbadf,dc3644e1-9def-5927-9fd7-2bdce8e18de5,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.43,128.61,8,2026-01-24
381cf37e-6bc0-4015-b1bd-6edd74745042,dc3644e1-9def-5927-9fd7-2bdce8e18de5,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.43,128.61,8,2026-01-24
66ff121b-e52d-458e-b6f2-1c2947246b11,aaf6ca74-6b41-5085-9c10-c12b58c349d6,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.38,128.22,6,2026-01-24
8248a62c-5fd5-420b-b9f8-0d5013ddb50a,aaf6ca74-6b41-5085-9c10-c12b58c349d6,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.38,128.22,6,2026-01-24
fa8bd6e6-cedc-4713-bc64-5dff4e85cefe,aaf6ca74-6b41-5085-9c10-c12b58c349d6,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.38,128.22,6,2026-01-24
07f9f793-38a8-423f-aead-a1a4bde89710,aaf6ca74-6b41-5085-9c10-c12b58c349d6,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.38,128.22,6,2026-01-24
c2d3c9c6-5f96-446f-a92c-69084431d1a8,aaf6ca74-6b41-5085-9c10-c12b58c349d6,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.38,128.22,6,2026-01-24
4f4d38ff-6468-4276-ae7f-b8fe7136dd7e,43c7ea81-eefe-5ea9-b63c-973a9676782d,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,1.82,127.07,9,2026-01-24
a2146551-6e94-4e74-a406-8ca4d9542687,43c7ea81-eefe-5ea9-b63c-973a9676782d,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,1.82,127.07,9,2026-01-24
df71020a-92e8-4406-b784-ba832600784e,43c7ea81-eefe-5ea9-b63c-973a9676782d,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,1.82,127.07,9,2026-01-24
4999edb2-611c-40d7-ace0-1c91dd04a2e4,43c7ea81-eefe-5ea9-b63c-973a9676782d,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,1.82,127.07,9,2026-01-24
6a5c4cdd-ddde-45a0-aab8-cb065608e0f0,43c7ea81-eefe-5ea9-b63c-973a9676782d,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,1.82,127.07,9,2026-01-24
5e0113af-3378-449a-9f12-5c0e11286498,218c73db-6284-579c-b49e-cd4e9785c8d5,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.81,127.6,5,2026-01-24
bbf67684-7d63-40d0-bc36-57554a239c9a,218c73db-6284-579c-b49e-cd4e9785c8d5,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.81,127.6,5,2026-01-24
a2e829ad-1633-4810-b054-48eca0c8d3c9,218c73db-6284-579c-b49e-cd4e9785c8d5,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.81,127.6,5,2026-01-24
1be233d1-cd15-4deb-abce-9c185f439fbe,218c73db-6284-579c-b49e-cd4e9785c8d5,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.81,127.6,5,2026-01-24
ef271716-fa53-4804-aef3-be7d56d3759a,218c73db-6284-579c-b49e-cd4e9785c8d5,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.81,127.6,5,2026-01-24
83073f8e-0e8e-47ba-a3f0-5b4ea96f5b0a,2c9653af-e01c-5a6b-8860-7e660a55b159,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.71,127.23,7,2026-01-24
b0591d45-d661-4544-a067-b8a0cced7395,2c9653af-e01c-5a6b-8860-7e660a55b159,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.71,127.23,7,2026-01-24
49121201-a81f-41a6-aacc-f77007f57f54,2c9653af-e01c-5a6b-8860-7e660a55b159,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.71,127.23,7,2026-01-24
644bf927-c53c-4f02-8a26-d3614959ce10,2c9653af-e01c-5a6b-8860-7e660a55b159,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.71,127.23,7,2026-01-24
c8e9e17e-b4ab-496d-a750-32524b89f4f2,2c9653af-e01c-5a6b-8860-7e660a55b159,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.71,127.23,7,2026-01-24
8910c3da-25fd-4533-9e0c-ec874ce5ad91,21b698b0-7861-585d-8109-7a195a0888a1,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.2,127.11,9,2026-01-24
65bb333f-99fe-4f02-9552-7e58341b5502,21b698b0-7861-585d-8109-7a195a0888a1,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.2,127.11,9,2026-01-24
27f4124e-c85a-4d43-a133-de87ebd59cd6,21b698b0-7861-585d-8109-7a195a0888a1,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.2,127.11,9,2026-01-24
eae990d1-6cf4-4936-9378-2f77b5810bfe,21b698b0-7861-585d-8109-7a195a0888a1,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.2,127.11,9,2026-01-24
5e8d758c-8364-4568-a5db-e603399f7909,21b698b0-7861-585d-8109-7a195a0888a1,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.2,127.11,9,2026-01-24
3d122898-78fa-45df-b2b9-093f039be2fb,9d881f42-0996-5e29-ad45-7ce932f29084,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,3.16,128.95,6,2026-01-24
bcf894d7-25f4-4120-8e71-720deb723847,9d881f42-0996-5e29-ad45-7ce932f29084,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,3.16,128.95,6,2026-01-24
d3f25445-6fa8-493e-a9c0-651fbce17e3c,9d881f42-0996-5e29-ad45-7ce932f29084,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,3.16,128.95,6,2026-01-24
0d6faa77-f989-449a-8516-f31c3b705fa0,9d881f42-0996-5e29-ad45-7ce932f29084,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,3.16,128.95,6,2026-01-24
3bbf5eda-1ef7-46be-9b14-d61cdde66353,9d881f42-0996-5e29-ad45-7ce932f29084,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,3.16,128.95,6,2026-01-24
a96dfb0d-4786-44de-9c0e-2172e38209ea,6da7e2c8-592a-5fde-b45d-0622a759114c,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.74,128.32,6,2026-01-24
a6677dad-d198-4574-951d-30042c653657,6da7e2c8-592a-5fde-b45d-0622a759114c,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.74,128.32,6,2026-01-24
8ce08d43-9ea9-4b52-88a1-8fd7caa2453c,6da7e2c8-592a-5fde-b45d-0622a759114c,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.74,128.32,6,2026-01-24
c29faa09-a30e-4af7-b65b-911fe9e504f7,6da7e2c8-592a-5fde-b45d-0622a759114c,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.74,128.32,6,2026-01-24
a99d7a71-02b0-4649-be64-9facb76156aa,6da7e2c8-592a-5fde-b45d-0622a759114c,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.74,128.32,6,2026-01-24
bcdb8463-d794-4e2f-a60f-645e90dc9779,0bbeb27a-fc5d-57a8-8a0a-7bebfb15bd8a,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.27,126.98,5,2026-01-24
119d127f-575c-43d3-bb95-3ce4544d01bd,0bbeb27a-fc5d-57a8-8a0a-7bebfb15bd8a,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.27,126.98,5,2026-01-24
43043820-ee74-4669-bd5f-7126db981141,0bbeb27a-fc5d-57a8-8a0a-7bebfb15bd8a,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.27,126.98,5,2026-01-24
acbb3518-73ec-4493-a218-0419c4f16761,0bbeb27a-fc5d-57a8-8a0a-7bebfb15bd8a,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.27,126.98,5,2026-01-24
557cd1c4-fed8-4077-b460-8067bc858424,0bbeb27a-fc5d-57a8-8a0a-7bebfb15bd8a,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.27,126.98,5,2026-01-24
2d043174-7c01-46c0-a1f7-f73609aabd75,73812557-6dcb-51ca-87a0-35b1f08308af,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.27,129.01,7,2026-01-24
5586099e-02f2-4425-a83b-6172a48469ac,73812557-6dcb-51ca-87a0-35b1f08308af,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.27,129.01,7,2026-01-24
a75eee65-61b4-4a33-bc52-ec7dbeca321e,73812557-6dcb-51ca-87a0-35b1f08308af,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.27,129.01,7,2026-01-24
ab2910d6-9f47-4f37-9270-ba053ccb940a,73812557-6dcb-51ca-87a0-35b1f08308af,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.27,129.01,7,2026-01-24
5f155749-0752-4d20-85c9-0f88996cd0c5,73812557-6dcb-51ca-87a0-35b1f08308af,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.27,129.01,7,2026-01-24
10218ae6-8316-4d73-8e81-ed2d16080f12,1a604b48-541a-5ed7-92bc-51255b0ea63d,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.25,128.25,6,2026-01-24
ab767778-17d7-42e7-aee2-4ea46475c781,1a604b48-541a-5ed7-92bc-51255b0ea63d,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.25,128.25,6,2026-01-24
1e8f231a-7816-403a-bd7c-4f5a565ccbc9,1a604b48-541a-5ed7-92bc-51255b0ea63d,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.25,128.25,6,2026-01-24
ab618362-58e9-4ac0-b1d9-234cbf40c5bc,1a604b48-541a-5ed7-92bc-51255b0ea63d,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.25,128.25,6,2026-01-24
e265711d-1f55-4259-bd48-89813cc50b2e,1a604b48-541a-5ed7-92bc-51255b0ea63d,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.25,128.25,6,2026-01-24
9e5bb898-d92e-4893-be7a-c375b315e5d8,c12afdd4-4156-5747-a29b-efffdb18920e,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.41,128.9,9,2026-01-24
e9d2be10-519e-41ef-bd9e-a1620a5b771d,c12afdd4-4156-5747-a29b-efffdb18920e,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.41,128.9,9,2026-01-24
e87500c3-8971-4a8d-a220-260860e16c42,c12afdd4-4156-5747-a29b-efffdb18920e,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.41,128.9,9,2026-01-24
9cff1f52-76e5-4f8f-b631-2016e2de47c6,c12afdd4-4156-5747-a29b-efffdb18920e,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.41,128.9,9,2026-01-24
6cdf711f-a1d2-4b2b-8535-f41cd103105f,c12afdd4-4156-5747-a29b-efffdb18920e,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.41,128.9,9,2026-01-24
00e865f3-3a79-4fab-823c-0ee330931577,11c0f167-5de9-5e51-9020-ded2396d6da9,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.29,128.67,9,2026-01-24
a18eea76-fb43-4260-9604-1b976a8ca533,11c0f167-5de9-5e51-9020-ded2396d6da9,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.29,128.67,9,2026-01-24
c3684b2d-d170-4254-ad60-bc144987948b,11c0f167-5de9-5e51-9020-ded2396d6da9,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.29,128.67,9,2026-01-24
9dbb6afd-db33-46d8-ba11-a542bf4c687f,11c0f167-5de9-5e51-9020-ded2396d6da9,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.29,128.67,9,2026-01-24
bfcf2ef6-1819-4f19-b5fc-dbc8d3d13794,11c0f167-5de9-5e51-9020-ded2396d6da9,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.29,128.67,9,2026-01-24
f02995c8-7d99-498c-9bdd-dc4bfa5a0c1a,903a38b2-f5eb-5744-b857-fd335991d5eb,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.07,126.8,6,2026-01-24
1787ca9a-cfa4-4f3d-8e9b-c341bbd6d7e5,903a38b2-f5eb-5744-b857-fd335991d5eb,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.07,126.8,6,2026-01-24
7d14ed63-5683-41ec-b2ac-bee483f901a4,903a38b2-f5eb-5744-b857-fd335991d5eb,eb5c2420-2004-4f39-a799-d8093633641f,Carrier B,Sea,Route B,2.07,126.8,6,2026-01-24
9a1f910a-6a1f-448c-8402-58e34c87cdd2,903a38b2-f5eb-5744-b857-fd335991d5eb,a76eef60-491b-4362-9aec-7f55c75403b4,Carrier B,Sea,Route B,2.07,126.8,6,2026-01-24
99823dd5-ab7d-4ffa-8042-ab1d9745ed81,903a38b2-f5eb-5744-b857-fd335991d5eb,22adce34-ca69-4614-9e37-220ab4987b4f,Carrier B,Sea,Route B,2.07,126.8,6,2026-01-24
9bc11ace-691b-4917-92f4-cb796165234b,2a2629a4-41a8-5f8a-9f44-63d4993626b3,b00d45e7-1fbd-4743-b2cb-c733ee58845d,Carrier B,Sea,Route B,2.17,127.15,8,2026-01-24
a3a2695b-f30b-416f-ba53-3bd8958296ae,2a2629a4-41a8-5f8a-9f44-63d4993626b3,fb9de1d8-7781-426e-a963-1fc87336df20,Carrier B,Sea,Route B,2.17,127.15,8,2026-01-24
